ADVANCED,GP,GS,MPG,USG_PCT,OFF_RTG,DEF_RTG,TS_PCT,EFG_PCT,FT_RATE,3FG_TEND,OFF_REB_PCT,DEF_REB_PCT,REB_PCT,AST_PCT,STL_PCT,BLK_PCT,TO_PCT
"Dunleavy, Mike GS",81,68,31.8,18.1,104.4,107.5,0.503,0.451,30.9,31.9,3.3,14.2,8.6,15.00%,1.20%,0.90%,11.50%
"Mobley, Cuttino LAC",79,74,37.7,19.8,103.2,105.2,0.519,0.467,27.1,24.3,2,10.9,6.6,13.10%,1.60%,0.90%,11.40%
"Jones, Eddie MEM",75,75,32.5,18.1,109.1,100.5,0.542,0.497,29.8,51.8,1.8,12,6.9,12.70%,3.00%,0.90%,10.20%
"Hassell, Trenton MIN",77,67,32.6,15.4,100.6,109.4,0.512,0.47,28.6,3.7,4,6.2,5.2,13.20%,0.90%,0.90%,15.20%
"Buckner, Greg DEN",73,27,24.1,12.6,111.1,105.1,0.556,0.537,13.2,58.3,2.1,11.7,6.9,10.80%,2.50%,0.90%,10.50%
"Pierce, Paul BOS",79,79,39,31.2,112.2,106.2,0.582,0.509,55.5,21.5,3.1,17.5,10.5,23.40%,1.80%,0.80%,13.00%
"Jones, Jumaine CHA",76,42,27.5,18.3,103,107.6,0.506,0.483,16.4,45.5,5.5,16.1,10.4,5.00%,1.70%,0.80%,8.60%
"Johnson, Anthony IND",75,53,26.4,18.3,107.1,105.1,0.52,0.485,23.4,25.7,1.9,7.7,4.9,28.60%,1.70%,0.80%,14.70%
"Posey, James MIA",67,63,28.6,11.6,111.5,104.5,0.572,0.551,15.4,73.4,2.1,16.9,9.8,6.80%,1.50%,0.80%,12.10%
"Ross, Quinton LAC",67,45,22.6,11.8,96.3,105.3,0.465,0.422,24.4,2.3,3,9.7,6.5,7.80%,1.80%,0.80%,12.10%
"Jones, Fred IND",68,2,27,18.7,99.9,104.8,0.517,0.473,28.6,33.5,1.2,9.3,5.3,14.50%,1.60%,0.80%,14.50%
"Kidd, Jason NJ",80,80,37.2,19.1,109.7,99.1,0.526,0.481,27,43.6,3.3,19.8,11.4,39.00%,2.70%,0.80%,15.90%
"Bowen, Bruce SA",82,82,33.6,11.1,107.2,101.2,0.54,0.53,15.7,45.7,1.5,11.9,6.9,6.80%,1.60%,0.80%,10.50%
"Murphy, Troy GS",74,74,34,19.2,109.8,104.8,0.529,0.468,38.1,21.6,8.4,24.9,16.5,6.70%,1.00%,0.80%,9.90%
"Korver, Kyle PHI",82,43,31.3,16.2,111.3,110.4,0.577,0.551,15.6,57.6,1.2,11.1,6.2,10.20%,1.30%,0.80%,10.80%
"Jaric, Marko MIN",75,49,28,17,96.2,104.4,0.468,0.435,24.4,23.5,3.5,9.6,6.7,22.50%,2.80%,0.80%,16.80%
"Terry, Jason DAL",80,80,35,22.2,118,108,0.575,0.547,19.1,37.9,1.4,5.4,3.4,19.60%,2.00%,0.70%,10.20%
"Johnson, Joe ATL",82,82,40.7,24.6,108.7,113.6,0.537,0.499,23.7,25.8,3.4,8.8,6,29.10%,1.60%,0.70%,14.80%
"Bryant, Kobe LAL",80,80,41,38.8,113.7,105.4,0.559,0.491,37.7,23.8,2.6,12.7,7.6,24.20%,2.40%,0.70%,9.00%
"Brown, Devin UTA",81,14,21.1,19.5,99.7,109.7,0.493,0.43,40.2,22.4,5.1,9.6,7.3,10.70%,1.40%,0.70%,13.80%
"Mason, Desmond NO",70,55,30,20.8,91.2,109.1,0.46,0.399,43.8,0.9,3.5,13.6,8.4,5.40%,1.10%,0.70%,12.10%
"Simmons, Bobby MIL",75,74,33.8,18.3,109.9,108.3,0.559,0.518,24.8,30.9,4.2,11.5,7.8,11.20%,1.80%,0.70%,12.10%
"Graham, Joey TOR",80,24,19.8,16.5,103.9,113.1,0.564,0.513,32.1,21,4.2,15.1,9.4,6.00%,1.20%,0.60%,16.30%
"Ridnour, Luke SEA",79,77,33.2,18.1,111.7,114.6,0.506,0.445,28.4,18.6,2.1,8.8,5.4,32.30%,2.50%,0.60%,15.30%
"Turkoglu, Hedo ORL",78,59,33.5,20.6,115.8,108.9,0.578,0.519,33.8,32.3,3.4,12.1,7.9,14.30%,1.50%,0.60%,11.40%
"Snow, Eric CLE",82,82,28.7,10.9,98,107.6,0.444,0.41,23.3,2.5,1.9,8.1,5,22.20%,1.70%,0.60%,20.90%
"Williams, Deron UTA",80,47,28.8,20.3,102.9,110,0.5,0.478,16.8,27.2,1.8,8.4,5.1,28.60%,1.40%,0.60%,14.40%
"Wilkins, Damien SEA",82,12,18.6,17.4,108,114.5,0.529,0.46,37.2,12.9,6.2,9.1,7.6,10.80%,2.50%,0.60%,14.40%
"Harpring, Matt UTA",71,32,27.4,22,109.8,108.1,0.542,0.485,46.2,5.8,9.8,13.2,11.5,9.60%,1.70%,0.60%,11.80%
"Arenas, Gilbert WSH",80,80,42.3,30.5,115.4,108.3,0.581,0.507,47.9,32.4,2,7.8,4.8,27.00%,2.50%,0.60%,12.80%
"Daniels, Marquis DAL",62,29,28.5,18.3,109.8,106.5,0.535,0.484,35.7,3.7,5.6,9.6,7.6,16.20%,2.10%,0.60%,14.40%
"Hinrich, Kirk CHI",81,81,36.5,21.4,108.3,104.9,0.528,0.477,29.1,31.6,1.1,10,5.6,28.90%,1.60%,0.60%,13.40%
"Davis, Baron GS",54,48,36.5,25.9,104.9,106.3,0.489,0.448,33.6,37.6,2.5,11.1,6.7,42.60%,2.30%,0.50%,13.90%
"Haslem, Udonis MIA",81,80,30.8,14.1,115.8,104.5,0.558,0.508,33.7,0.3,8.2,21.2,15,5.90%,1.10%,0.50%,10.50%
"Bell, Raja PHX",79,79,37.5,16.4,114.4,108.9,0.584,0.563,15.7,48,1.7,7.7,4.7,9.80%,1.30%,0.50%,8.20%
"Butler, Caron WSH",75,54,36.1,23.2,107,106.1,0.535,0.474,30.6,11,4.8,15.6,10,12.10%,2.40%,0.50%,12.40%
"Iguodala, Andre PHI",82,82,37.6,14.7,114.9,107.8,0.598,0.541,50.7,23,4.4,13.8,9.1,12.90%,2.30%,0.50%,15.40%
"Stevenson, DeShawn ORL",82,82,32.3,18.1,101.8,110.8,0.507,0.461,31,1.9,2.8,8.3,5.6,10.10%,1.20%,0.50%,12.20%
"Alston, Rafer HOU",63,63,38.6,18.8,98.6,104.1,0.475,0.449,19.4,42.3,1.8,10.4,6.1,30.80%,2.30%,0.50%,16.40%
"Stackhouse, Jerry DAL",55,11,27.7,25.2,103.1,108.3,0.511,0.431,36.7,21.6,2.6,9.4,6,18.00%,1.30%,0.50%,14.70%
"Crawford, Jamal NY",79,27,32.3,21.5,109,112.3,0.544,0.474,40.6,33.3,1.7,10.2,5.9,20.90%,1.80%,0.50%,14.40%
"Salmons, John PHI",82,24,25.1,16.3,100.1,109.8,0.508,0.445,38.4,16.7,2.7,9.8,6.3,16.70%,1.80%,0.50%,17.00%
"Miller, Andre DEN",82,82,35.8,20,106.9,107.4,0.532,0.466,48.6,3.1,3.7,10.2,7,36.20%,1.80%,0.50%,19.50%
"Jefferson, Richard NJ",78,78,39.2,22.1,116.5,103.6,0.603,0.522,57.7,18.7,3.6,17.1,10.2,18.00%,1.00%,0.40%,12.10%
"Parker, Smush LAL",82,82,33.8,16.5,107.8,105.8,0.548,0.524,23.1,42.1,1.6,9.9,5.7,17.30%,2.70%,0.40%,14.60%
"Randolph, Zach POR",74,71,34.4,28.8,98.6,111.9,0.483,0.443,27.9,4.5,9,19.1,14,11.40%,1.20%,0.40%,10.70%
"Christie, Doug DAL",7,7,26.4,9.4,93,106.3,0.416,0.346,46.2,3.8,1.3,7,4.2,10.90%,2.70%,0.40%,16.10%
"Hamilton, Richard DET",80,80,35.3,27.4,109.5,107.8,0.553,0.512,22.9,9.1,3.5,7.3,5.4,18.60%,1.00%,0.40%,10.60%
"Allen, Ray SEA",78,78,38.7,27.4,118.3,115.7,0.59,0.544,23.9,43.5,2.8,10.6,6.6,17.20%,1.80%,0.40%,10.20%
"Nelson, Jameer ORL",62,33,28.8,25.1,110.5,108.3,0.567,0.531,25.2,22.9,2.8,9.5,6.2,31.50%,2.10%,0.40%,15.60%
"Harrington, Al ATL",76,76,36.6,25.6,103.9,111.2,0.513,0.479,28.7,15.7,5.5,17.4,11.3,15.70%,1.60%,0.40%,12.40%
"Peterson, Morris TOR",82,77,38.3,19.9,112.1,113,0.561,0.517,26.8,40.9,2.4,12.8,7.4,10.00%,1.70%,0.40%,9.30%
"Williams, Mo MIL",58,12,26.4,23.4,104.5,109.2,0.518,0.483,18,30.4,2.3,8.9,5.5,26.10%,1.80%,0.40%,13.40%
"Martin, Kevin SAC",72,41,26.6,17.4,116.4,106.7,0.604,0.54,40.7,32.8,3.6,12.3,8,8.30%,1.50%,0.30%,11.20%
"Payton, Gary MIA",81,25,28.5,14.1,106.7,106.7,0.52,0.481,23,42,1.8,9.7,5.9,16.70%,1.60%,0.30%,14.50%
"Head, Luther HOU",80,27,28.9,16.6,100.1,104.2,0.517,0.493,19.5,49.7,1.7,11.6,6.8,16.20%,2.10%,0.30%,14.80%
"Cassell, Sam LAC",78,75,34,25,109.5,106.2,0.534,0.475,30.1,17.1,1.8,10.4,6.3,32.50%,1.50%,0.30%,12.20%
"Nash, Steve PHX",79,79,35.4,23.3,121.2,108.5,0.632,0.583,26.4,32.4,1.9,11.1,6.6,44.40%,1.10%,0.30%,19.00%
"Jamison, Antawn WSH",82,80,40.1,23.9,108.7,106.7,0.518,0.491,19.9,25,5.7,21.8,13.5,8.70%,1.40%,0.30%,7.80%
"Telfair, Sebastian POR",68,30,24.1,22.2,99.3,113.7,0.491,0.444,30.3,28,1.4,7.5,4.4,26.50%,2.20%,0.30%,14.90%
"Daniels, Antonio WSH",80,17,28.6,15.4,117.6,111.3,0.55,0.439,61.1,18.4,0.9,8,4.4,19.10%,1.20%,0.30%,11.30%
"Barbosa, Leandro PHX",57,11,27.9,20.3,111.4,108.4,0.589,0.558,25.9,34.6,2.2,8.1,5.2,14.40%,1.50%,0.30%,12.30%
"Felton, Raymond CHA",80,54,30.1,21.4,100.2,108.7,0.483,0.446,25.1,30.7,3.5,9.7,6.4,30.90%,2.20%,0.30%,15.70%
"Howard, Juwan HOU",80,80,31.7,20.2,99.8,104.8,0.499,0.459,22.2,0.5,7.9,16.7,12.4,8.40%,1.10%,0.30%,12.40%
"Finley, Michael SA",77,18,26.5,18.9,107,102.8,0.523,0.491,16.5,40.1,1.8,12.2,7.2,9.30%,1.00%,0.20%,7.70%
"Claxton, Speedy NO",71,3,28.4,23.8,101.2,106.7,0.497,0.425,43.5,8.6,2.2,9.3,5.7,29.80%,2.90%,0.20%,14.90%
"Iverson, Allen PHI",72,72,43.1,35.8,111.1,109.9,0.543,0.467,45.5,12.2,1.7,7.1,4.4,34.90%,2.30%,0.20%,10.20%
"Dixon, Juan POR",76,42,25.3,25.2,101.6,114.4,0.516,0.474,23.6,20.7,1.9,9.3,5.5,14.90%,1.70%,0.20%,11.10%
"Bibby, Mike SAC",82,82,38.6,25.4,110.3,108.6,0.554,0.501,29.2,36,1.1,7.7,4.4,25.20%,1.40%,0.20%,11.30%
"Fisher, Derek GS",82,36,31.6,20.2,108.4,107.2,0.536,0.476,33,33.3,1.5,7.7,4.5,22.60%,2.50%,0.20%,13.30%
"Ford, T.J. MIL",72,70,35.5,20,98.8,107.9,0.489,0.438,31.4,13.2,2.9,11.7,7.2,29.80%,2.10%,0.20%,19.60%
"Blake, Steve POR",68,57,26.2,15.8,114,115.6,0.549,0.519,19.4,39.1,1.7,8.2,4.9,29.00%,1.30%,0.20%,14.00%
"Wesley, David HOU",71,59,33.4,15.3,104,107.2,0.546,0.491,33.3,48.3,1.2,7.5,4.4,14.60%,1.40%,0.20%,15.70%
"Williams, Jason MIA",59,56,31.8,18.5,112.8,107.6,0.561,0.531,16.2,47.5,0.4,8,4.4,24.50%,1.50%,0.20%,13.30%
"Billups, Chauncey DET",81,81,36.1,22.9,127.2,106.9,0.602,0.509,51.4,42,1.6,8.7,5.1,39.30%,1.30%,0.20%,12.00%
"Boykins, Earl DEN",60,0,25.7,23.8,106.9,109.9,0.513,0.457,26.3,27.1,1.6,4.5,3.1,25.00%,1.60%,0.20%,10.10%
"Jasikevicius, Sarunas IND",75,15,20.8,18,106.9,105.7,0.561,0.497,31,55,1.5,9.6,5.7,24.40%,1.40%,0.20%,19.20%
"Paul, Chris NO",78,78,36,22.2,114.5,104.2,0.546,0.456,49.1,18.7,2.5,14.8,8.5,38.20%,3.40%,0.20%,13.70%
"Gordon, Ben CHI",80,47,31,26.3,102.4,106,0.531,0.494,23.3,33.2,2,8.1,5.1,17.30%,1.60%,0.20%,12.40%
"Marbury, Stephon NY",60,60,36.4,22.3,109.4,113.6,0.532,0.472,42.1,13.4,1.4,8.4,4.9,31.90%,1.50%,0.10%,14.60%
"Knight, Brevin CHA",69,67,34.1,20.3,105.4,106.1,0.478,0.401,40.7,1.7,1.6,9.9,5.5,42.30%,3.40%,0.10%,15.30%
"Redd, Michael MIL",80,80,39.1,28.3,115.2,109.6,0.574,0.504,37.7,27.2,2.9,10.2,6.5,13.80%,1.60%,0.10%,8.80%
"Duhon, Chris CHI",74,38,29.1,15,110.7,105.2,0.538,0.493,26.6,51.7,1.5,10.2,5.9,26.40%,1.70%,0.10%,16.30%
"Parker, Tony SA",80,80,33.9,27.1,109.9,102.3,0.584,0.553,31.5,3.2,1.7,9.5,5.7,32.20%,1.70%,0.10%,16.10%
"Jack, Jarrett POR",79,4,20.2,17.8,103.7,114.5,0.528,0.465,37.4,17.8,1.3,10.8,6,23.20%,1.40%,0.10%,17.00%
"James, Mike TOR",79,79,37,25,114.9,115,0.583,0.538,27.5,31.1,1.8,9.5,5.5,28.20%,1.30%,0.10%,13.00%
"Robinson, Nate NY",72,26,21.4,22.5,102.5,112.3,0.512,0.458,35.8,25.8,4.4,8.8,6.6,17.00%,2.00%,0.10%,14.80%
"Jackson, Bobby MEM",71,15,25,25,101.7,103.3,0.497,0.469,19.5,44.4,3,12.1,7.6,20.70%,1.90%,0.00%,11.10%
"Jones, Damon CLE",82,7,25.5,12.6,112,110.2,0.538,0.53,10.2,75.6,0.8,6.8,3.8,12.60%,0.90%,0.00%,9.70%
